highway	name	@type	@id	@lat	@lon
traffic_signals		node	58984879	46.7531029	23.5792736
		node	8000438111	46.7533141	23.5800314
residential	Strada Zorilor	way	788450143		
		node	258981100	46.7576309	23.5785586
		node	353388042	46.7560922	23.5785835
		node	2123754194	46.7554761	23.5785689
crossing		node	3241415547	46.7557982	23.5785814
		node	3241415551	46.7555881	23.5785735
		node	3241415554	46.7566906	23.5785589
		node	7977023600	46.7564143	23.5785672
residential	Strada Frunzișului	way	361708208		
		node	56447929	46.7552249	23.5669729
		node	2702766558	46.7554956	23.5668673
primary	Strada Frunzișului	way	519850199		
		node	56447929	46.7552249	23.5669729
		node	2811656823	46.7551465	23.5670287
		node	5068220849	46.7548708	23.5671358
		node	5068220858	46.7550016	23.5671080
		node	5068220859	46.7550744	23.5670719
primary	Strada Frunzișului	way	7742924		
		node	2934545120	46.7523852	23.5765156
		node	2934545126	46.7525851	23.5769517
		node	6514278980	46.7524312	23.5766320
		node	6514280002	46.7525295	23.5768412
		node	6514280003	46.7524872	23.5767446
residential	Strada Zorilor	way	7932117		
traffic_signals		node	58984879	46.7531029	23.5792736
		node	258980963	46.7546132	23.5786807
		node	258981198	46.7536850	23.5790688
		node	258981260	46.7542740	23.5788124
		node	291942649	46.7545925	23.5786872
crossing		node	4128193717	46.7533002	23.5792027
		node	4721786847	46.7542993	23.5788008
primary	Strada Observatorului	way	10510907		
		node	2934545125	46.7525030	23.5773032
	Disp. Zorilor	node	6514279998	46.7526250	23.5775232
		node	6514279999	46.7526048	23.5774775
		node	6514280000	46.7525603	23.5773857
living_street	Strada Tatra	way	26615194		
		node	291944050	46.7554325	23.5747615
		node	291944051	46.7559610	23.5756732
residential	Strada Luceafărului	way	26615281		
		node	291908965	46.7541139	23.5755422
		node	291908966	46.7540421	23.5753850
		node	291908967	46.7538062	23.5751267
		node	291942649	46.7545925	23.5786872
		node	353388315	46.7541667	23.5757292
		node	353388319	46.7544770	23.5778678
		node	353388527	46.7533646	23.5748536
		node	4721786845	46.7541799	23.5757932
		node	4721786853	46.7542392	23.5762147
		node	4721786854	46.7543412	23.5768984
		node	4721786857	46.7543281	23.5767858
		node	4721798509	46.7545774	23.5785714
		node	4745201023	46.7544633	23.5777823
		node	5042776621	46.7539623	23.5752657
		node	6393371789	46.7545839	23.5786241
residential	Strada Louis Pasteur	way	26617003		
		node	291941681	46.7539600	23.5735506
		node	2123754150	46.7548918	23.5754416
		node	3241463243	46.7543244	23.5742926
		node	5042776625	46.7542804	23.5742119
		node	5042776629	46.7547820	23.5752236
residential	Strada Louis Pasteur	way	26617028		
		node	258981036	46.7552699	23.5783032
		node	291942090	46.7548914	23.5757311
		node	2123754148	46.7548758	23.5756161
		node	2123754170	46.7552410	23.5784355
crossing		node	4128133935	46.7552650	23.5782659
		node	4128225139	46.7549280	23.5759584
		node	4721786861	46.7550114	23.5765473
		node	4721786863	46.7550352	23.5767132
		node	4721798510	46.7552713	23.5783469
		node	5751970724	46.7550261	23.5766388
		node	5751970726	46.7551785	23.5776169
		node	6498189282	46.7552685	23.5783922
residential	Strada Louis Pasteur	way	26617033		
		node	258981037	46.7553593	23.5783122
		node	291942084	46.7550371	23.5756660
		node	353388260	46.7550900	23.5760989
		node	2123754167	46.7550164	23.5755392
		node	3154387369	46.7553849	23.5783832
crossing		node	3241415544	46.7553420	23.5782289
		node	3241415548	46.7552637	23.5776414
		node	4128225146	46.7550701	23.5759196
		node	5751970723	46.7551507	23.5766253
		node	5751970725	46.7552579	23.5775943
service	Strada Gheorghe Dima	way	26617083		
		node	291912712	46.7533201	23.5777496
		node	291942885	46.7536240	23.5766050
		node	4721786830	46.7534933	23.5770900
		node	4721788859	46.7533884	23.5774894
		node	5042315716	46.7535383	23.5769228
living_street	Strada Tatra	way	31582500		
		node	353387736	46.7565078	23.5760564
		node	353387737	46.7563532	23.5762491
		node	353387738	46.7562971	23.5763615
		node	353387739	46.7562822	23.5764682
		node	353387740	46.7563084	23.5773527
		node	353387741	46.7559502	23.5773884
		node	353388042	46.7560922	23.5785835
		node	4128268578	46.7560996	23.5773717
residential	Strada Armoniei	way	192232451		
		node	2027929958	46.7520763	23.5758874
		node	2244644502	46.7510394	23.5766295
		node	6809926456	46.7520045	23.5758996
		node	6809926457	46.7520410	23.5758894
		node	6809926458	46.7519524	23.5759283
		node	6809926459	46.7515871	23.5762307
		node	6809926460	46.7510853	23.5766168
		node	6809926461	46.7511143	23.5766025
residential	Strada Louis Pasteur	way	202405155		
		node	2123754148	46.7548758	23.5756161
		node	2123754152	46.7548944	23.5756390
		node	2123754160	46.7549168	23.5756527
		node	2123754166	46.7549410	23.5756559
		node	2123754167	46.7550164	23.5755392
		node	2123754168	46.7550129	23.5755729
		node	3310547771	46.7549648	23.5756484
		node	3310547772	46.7549859	23.5756309
		node	3310547773	46.7550025	23.5756049
residential	Strada Zorilor	way	202405156		
		node	2123754169	46.7552204	23.5784778
		node	2123754170	46.7552410	23.5784355
		node	2123754171	46.7552047	23.5785703
		node	2123754176	46.7552205	23.5786628
		node	2123754181	46.7552407	23.5787045
		node	2123754182	46.7553441	23.5783723
		node	2123754185	46.7554014	23.5787471
		node	2123754188	46.7554507	23.5784549
		node	2123754191	46.7554323	23.5787159
		node	2123754192	46.7554694	23.5785090
		node	2123754193	46.7554561	23.5786736
		node	2123754194	46.7554761	23.5785689
		node	3154387367	46.7554711	23.5786232
		node	3154387368	46.7554216	23.5784116
		node	3154387369	46.7553849	23.5783832
		node	3154387370	46.7553048	23.5783792
		node	3154387373	46.7552991	23.5787589
		node	3154387374	46.7553684	23.5787640
		node	5087357917	46.7552685	23.5784023
		node	6498189283	46.7553335	23.5787680
		node	6498189284	46.7552675	23.5787372
		node	6498195385	46.7552087	23.5786180
		node	6498195386	46.7552087	23.5785227
residential	Strada Melodiei	way	215041117		
		node	2244644499	46.7502550	23.5761365
		node	2244644501	46.7507372	23.5757988
		node	2244644502	46.7510394	23.5766295
		node	2990470186	46.7508559	23.5760138
		node	2990470189	46.7509563	23.5763300
		node	6809945383	46.7502992	23.5760879
		node	6809945385	46.7506743	23.5758176
		node	6809945386	46.7507878	23.5758379
residential	Strada Melodiei	way	215349957		
		node	291913532	46.7517379	23.5777917
		node	2244644502	46.7510394	23.5766295
		node	2247670963	46.7511574	23.5769201
		node	2247670964	46.7514252	23.5779377
		node	2990438031	46.7512027	23.5770874
		node	2990470192	46.7513030	23.5774705
		node	2990500278	46.7513451	23.5776315
		node	7645626583	46.7514729	23.5779168
primary	Strada Frunzișului	way	289919837		
		node	2934545120	46.7523852	23.5765156
		node	3056862208	46.7524331	23.5768247
		node	6514278979	46.7524247	23.5767393
		node	6514280001	46.7524100	23.5766414
primary	Strada Frunzișului	way	289919838		
		node	56447905	46.7523442	23.5763837
		node	90402988	46.7522683	23.5761974
		node	2934545120	46.7523852	23.5765156
		node	6498409643	46.7523622	23.5764362
		node	6498409644	46.7523126	23.5762940
primary	Strada Observatorului	way	289919843		
	Gheorghe Dima	node	466981646	46.7527987	23.5778832
		node	2934545131	46.7526715	23.5772014
		node	6514279987	46.7526815	23.5774065
		node	6514279988	46.7526742	23.5773300
		node	6514279989	46.7526724	23.5772563
		node	8298098821	46.7528561	23.5781467
		node	8298098822	46.7528738	23.5783066
primary	Strada Observatorului	way	289919844		
		node	58885324	46.7528803	23.5783275
traffic_signals		node	58984879	46.7531029	23.5792736
		node	292023739	46.7530610	23.5790893
crossing		node	4128193716	46.7530278	23.5789468
crossing		node	7645515792	46.7530336	23.5789715
		node	8000438118	46.7530819	23.5791813
		node	8298098822	46.7528738	23.5783066
		node	8721429401	46.7529198	23.5785050
living_street	Strada Tatra	way	317835106		
		node	353387740	46.7563084	23.5773527
		node	3241424264	46.7565944	23.5773522
		node	7977023599	46.7563249	23.5773508
residential	Strada Zorilor	way	376499125		
		node	258980963	46.7546132	23.5786807
		node	2123754176	46.7552205	23.5786628
		node	6498195387	46.7550535	23.5786289
		node	6498195388	46.7551279	23.5786329
		node	6498195389	46.7551721	23.5786450
residential	Strada Zorilor	way	376499126		
		node	258980963	46.7546132	23.5786807
		node	2123754169	46.7552204	23.5784778
		node	6498195390	46.7548100	23.5785940
		node	6498195391	46.7549194	23.5785565
residential	Strada Armoniei	way	407491200		
		node	2244644500	46.7507729	23.5767179
		node	2244644502	46.7510394	23.5766295
		node	2250288934	46.7502628	23.5770418
		node	5682313357	46.7504613	23.5769023
		node	6809926462	46.7509750	23.5766289
		node	6809926463	46.7510122	23.5766321
		node	6809926464	46.7509568	23.5766331
residential	Strada Louis Pasteur	way	466582897		
		node	2123754144	46.7548560	23.5755426
		node	2123754148	46.7548758	23.5756161
		node	3310547770	46.7548615	23.5755819
residential	Strada Louis Pasteur	way	466582898		
		node	2123754144	46.7548560	23.5755426
		node	2123754146	46.7548721	23.5754686
		node	2123754150	46.7548918	23.5754416
		node	3310547769	46.7548597	23.5755036
residential	Strada Louis Pasteur	way	466582899		
		node	2123754150	46.7548918	23.5754416
		node	2123754159	46.7549655	23.5754301
		node	2123754165	46.7549876	23.5754492
		node	3310547767	46.7549405	23.5754222
		node	3310547768	46.7549151	23.5754261
residential	Strada Louis Pasteur	way	466582900		
		node	2123754165	46.7549876	23.5754492
		node	2123754167	46.7550164	23.5755392
		node	3310547765	46.7550130	23.5755054
		node	3310547766	46.7550031	23.5754746
service	Strada Gheorghe Dima	way	479011812		
		node	4721786830	46.7534933	23.5770900
		node	4721786832	46.7528841	23.5767035
service	Strada Gheorghe Dima	way	479011813		
		node	4721786833	46.7531089	23.5758221
		node	4721786834	46.7538022	23.5762523
		node	4721786835	46.7538078	23.5757185
		node	4721786836	46.7537787	23.5755968
		node	4721786837	46.7535223	23.5753329
		node	4721786844	46.7538163	23.5758692
		node	5042773913	46.7536569	23.5754187
		node	6498380592	46.7538140	23.5757951
		node	6498380593	46.7537934	23.5756523
		node	6498380594	46.7537566	23.5755470
		node	6498380595	46.7537249	23.5755028
service	Strada Gheorghe Dima	way	479011814		
		node	4721786834	46.7538022	23.5762523
		node	4721786838	46.7538018	23.5763815
		node	4721786839	46.7537287	23.5766856
residential	Strada Melodiei	way	596524909		
		node	2244644499	46.7502550	23.5761365
		node	5682313357	46.7504613	23.5769023
		node	6809945384	46.7502575	23.5762197
primary	Strada Frunzișului	way	639623166		
		node	2934545121	46.7524418	23.5770404
		node	3056862208	46.7524331	23.5768247
		node	6514278978	46.7524403	23.5769324
primary	Strada Frunzișului	way	639623168		
		node	90402988	46.7522683	23.5761974
		node	2027929958	46.7520763	23.5758874
		node	6498409645	46.7521959	23.5760674
residential	Strada Lunii	way	693750194		
		node	6513302030	46.7524945	23.5772974
		node	6513302031	46.7522391	23.5773472
		node	6514278983	46.7524114	23.5772932
		node	6514279996	46.7524472	23.5772905
		node	6514279997	46.7523760	23.5773012
residential	Strada Lunii	way	693750195		
		node	292023936	46.7524281	23.5770933
		node	6513302031	46.7522391	23.5773472
		node	6514278984	46.7523714	23.5771919
		node	6514279985	46.7523916	23.5771617
		node	6514279986	46.7524091	23.5771282
residential	Strada Gheorghe Dima	way	693750196		
		node	353386867	46.7528730	23.5767491
		node	4721786832	46.7528841	23.5767035
residential	Strada Gheorghe Dima	way	693750197		
		node	353386867	46.7528730	23.5767491
		node	2934545133	46.7526748	23.5771877
		node	6514278981	46.7528235	23.5769136
		node	6514280006	46.7527247	23.5771151
		node	6514280022	46.7527578	23.5770541
		node	6514280023	46.7527932	23.5769827
		node	6514280024	46.7528469	23.5768446
residential	Strada Gheorghe Dima	way	693750198		
		node	353386865	46.7528235	23.5768060
		node	353386867	46.7528730	23.5767491
		node	6513302032	46.7527532	23.5768741
		node	6513302033	46.7525972	23.5769567
		node	6514278982	46.7526379	23.5769472
		node	6514280004	46.7526788	23.5769297
		node	6514280005	46.7527158	23.5769039
residential	Strada Lunii	way	693750200		
		node	2990470218	46.7522289	23.5773560
		node	6513302031	46.7522391	23.5773472
residential	Strada Lunii	way	818698498		
		node	7645626582	46.7516121	23.5780766
		node	7645626583	46.7514729	23.5779168
primary	Strada Observatorului	way	892821921		
	Zorilor	node	429919274	46.7527039	23.5777717
	Disp. Zorilor	node	6514279998	46.7526250	23.5775232
		node	8298098822	46.7528738	23.5783066
residential	Strada Vasile Stoica	way	31581920		
		node	353386432	46.7492211	23.5841168
		node	1804350241	46.7491825	23.5842449
		node	1804350243	46.7491883	23.5843226
		node	4697496259	46.7492710	23.5850229
		node	6507258658	46.7491870	23.5841978
		node	6507258659	46.7491953	23.5841643
residential	Strada Vasile Stoica	way	31581964		
		node	291911353	46.7487401	23.5816064
		node	353386432	46.7492211	23.5841168
		node	6504921663	46.7490974	23.5834904
		node	6504921664	46.7489771	23.5828587
residential	Strada George Valentin Bibescu	way	31581989		
		node	353386456	46.7498788	23.5837086
	Picasso	node	353386457	46.7492325	23.5812028
residential	Strada George Bacovia	way	31583314		
		node	291911356	46.7474254	23.5825510
		node	353400035	46.7475204	23.5822523
		node	353400037	46.7476697	23.5819065
		node	6504921669	46.7476097	23.5820286
		node	6506900341	46.7475619	23.5821466
residential	Strada Duiliu Zamfirescu	way	31583322		
		node	353400176	46.7469368	23.5862074
		node	353400178	46.7469496	23.5828657
residential	Strada Iuliu Merca	way	31583349		
		node	291911354	46.7480364	23.5821382
		node	353401033	46.7480557	23.5836446
		node	1805096572	46.7480389	23.5827103
		node	1805096733	46.7479917	23.5863453
		node	6505002666	46.7479853	23.5863299
		node	6505002668	46.7479821	23.5863091
residential	Strada Eugen Ionesco	way	31583377		
		node	291911358	46.7455199	23.5839705
		node	353401220	46.7451709	23.5835807
		node	1804350282	46.7449152	23.5832693
residential	Strada Eugen Ionesco	way	169267682		
		node	1804350299	46.7460401	23.5835254
		node	1804350302	46.7450622	23.5828635
residential	Strada Eugen Ionesco	way	169267690		
		node	291911362	46.7448724	23.5844777
		node	1804350284	46.7441506	23.5841491
		node	1804350287	46.7446419	23.5836151
residential	Strada George Bacovia	way	169340332		
		node	353400037	46.7476697	23.5819065
		node	1805096895	46.7469588	23.5808564
residential	Aleea Muzicii	way	169340344		
		node	1805096593	46.7476853	23.5823904
		node	1805096664	46.7476904	23.5854685
		node	4281565696	46.7476878	23.5825217
residential	Strada George Bacovia	way	169340363		
		node	1805096570	46.7472494	23.5806408
		node	1805096762	46.7478557	23.5816400
residential	Strada Iuliu Merca	way	169340395		
		node	1805096731	46.7483988	23.5862786
		node	1805096733	46.7479917	23.5863453
		node	6505002667	46.7480000	23.5863543
		node	6505002669	46.7480136	23.5863614
residential	Strada Aurel Gurghianu	way	264304424		
		node	1805096556	46.7484918	23.5851413
		node	1805096572	46.7480389	23.5827103
		node	1805096792	46.7484593	23.5844978
		node	1805096871	46.7483624	23.5835754
		node	1805096872	46.7482412	23.5830909
		node	6810029351	46.7484677	23.5846454
		node	6810029352	46.7484700	23.5849689
		node	6810029353	46.7484758	23.5850669
		node	6810029354	46.7484844	23.5851252
		node	6810029355	46.7484375	23.5842356
		node	6810029356	46.7483982	23.5838487
		node	6810029357	46.7481527	23.5828535
		node	6810029358	46.7483241	23.5833620
		node	6810029359	46.7480803	23.5827217
		node	6810029360	46.7480540	23.5827111
		node	6810029361	46.7481007	23.5827483
residential	Strada Pablo Picasso	way	356909882		
		node	353386404	46.7497196	23.5808175
		node	353399451	46.7493274	23.5799788
residential	Strada Victor Papilian	way	356909885		
		node	1804350229	46.7453600	23.5819658
		node	1804350238	46.7452313	23.5822152
		node	1804350262	46.7460911	23.5803763
		node	1804350307	46.7451688	23.5823359
		node	1804350315	46.7450656	23.5825409
		node	6809926478	46.7457186	23.5811730
residential	Strada Eugen Ionesco	way	476099466		
		node	291911357	46.7463117	23.5833308
		node	1804350310	46.7463764	23.5863378
residential	Strada Grigore Moisil	way	31583360		
		node	353386033	46.7470841	23.5879155
		node	353401146	46.7463564	23.5877889
		node	4697496251	46.7467550	23.5878493
		node	6506900335	46.7470726	23.5879000
		node	6506900338	46.7470546	23.5878906
residential	Strada Aurel Gurghianu	way	169340359		
		node	1805096550	46.7484446	23.5882747
		node	1805096759	46.7484918	23.5885906
		node	1805096864	46.7484283	23.5874413
		node	1805096884	46.7484412	23.5879441
		node	6505002663	46.7484468	23.5884176
		node	6505002664	46.7484661	23.5885350
		node	6505002665	46.7484505	23.5884773
residential	Strada Ștefan Augustin Doinaș	way	169340365		
		node	1805096564	46.7484182	23.5910904
		node	1805096826	46.7494515	23.5911869
		node	6505002670	46.7494025	23.5912085
		node	6505002671	46.7494402	23.5911964
		node	6505002674	46.7494250	23.5912044
		node	7987192273	46.7489854	23.5911585
residential	Strada Nicolae Labiș	way	169340390		
		node	289865713	46.7466837	23.5887484
		node	1805096555	46.7471279	23.5886695
		node	1805096623	46.7460832	23.5888823
		node	1805096638	46.7476950	23.5886367
residential	Strada Ștefan Augustin Doinaș	way	195731310		
		node	1805096826	46.7494515	23.5911869
		node	2061502115	46.7495009	23.5894086
		node	6505002672	46.7494586	23.5911676
		node	6505002673	46.7494627	23.5911494
		node	6507258657	46.7495008	23.5902724
		node	9051296641	46.7495009	23.5894862
residential	Drum privat	way	298259706		
		node	1804350303	46.7457352	23.5888855
		node	1805096623	46.7460832	23.5888823
		node	6810029371	46.7458016	23.5889036
		node	6810029376	46.7458721	23.5889078
residential	Strada Grigore Moisil	way	377771871		
		node	353386031	46.7471244	23.5885544
		node	353386033	46.7470841	23.5879155
		node	1805096555	46.7471279	23.5886695
		node	1805096598	46.7471648	23.5896903
		node	1805096696	46.7471391	23.5902214
		node	1805096863	46.7470945	23.5913895
crossing		node	3190407658	46.7470379	23.5926653
		node	3190408763	46.7470450	23.5927596
		node	6506900336	46.7470955	23.5879476
		node	6506900337	46.7471001	23.5879818
		node	6934863046	46.7471358	23.5887561
		node	8002546272	46.7471464	23.5890991
residential	Strada Mikó Imre	way	478220885		
		node	1805096759	46.7484918	23.5885906
		node	1805096782	46.7485519	23.5888313
		node	6505002659	46.7485493	23.5887167
		node	6505002660	46.7485419	23.5886664
		node	6505002661	46.7485295	23.5886382
		node	6505002662	46.7485125	23.5886161
residential	Strada Ana Aslan	way	596523133		
		node	5682305187	46.7450409	23.5889774
		node	6076833112	46.7440918	23.5889232
primary	Calea Turzii	way	693543328		
		node	3190408768	46.7470130	23.5927674
		node	3811644061	46.7460264	23.5925846
		node	3811644063	46.7464086	23.5926586
		node	3811644064	46.7467121	23.5927064
		node	3811644067	46.7468392	23.5927306
		node	3811718284	46.7469410	23.5927524
residential	Strada Nicolae Labiș	way	815193038		
		node	1805096638	46.7476950	23.5886367
		node	1805096759	46.7484918	23.5885906
		node	4697496256	46.7480571	23.5886139
residential	Strada Viilor	way	7932203		
		node	90405605	46.7555226	23.5839041
		node	258981106	46.7570497	23.5825178
		node	258981214	46.7559180	23.5836429
		node	291943159	46.7565327	23.5830489
		node	2122712854	46.7548615	23.5840366
		node	3784996184	46.7554610	23.5839159
		node	3799104024	46.7557790	23.5837583
		node	3799104041	46.7563044	23.5832695
		node	5608544719	46.7546744	23.5840554
		node	6498960030	46.7556553	23.5838458
crossing		node	6507084828	46.7547714	23.5840510
		node	6509978874	46.7553282	23.5839425
residential	Strada Rene Descartes	way	23892997		
		node	90478286	46.7573742	23.5938829
		node	258978880	46.7568323	23.5900458
		node	258978923	46.7569529	23.5910107
		node	258979039	46.7565402	23.5883403
stop		node	6710441272	46.7573594	23.5937768
crossing		node	6710441279	46.7573643	23.5938098
residential	Strada Caisului	way	23893166		
		node	258980768	46.7569188	23.5863656
		node	258980844	46.7559385	23.5853172
		node	258980845	46.7562137	23.5864592
		node	258980846	46.7564811	23.5866539
		node	2123756797	46.7562753	23.5866004
		node	2123756798	46.7563504	23.5866794
		node	6498954962	46.7564455	23.5866742
		node	6498954963	46.7564032	23.5866822
		node	6498954964	46.7563104	23.5866460
		node	6498954965	46.7562397	23.5865334
residential	Strada Caisului	way	23893169		
		node	258980708	46.7569010	23.5852889
		node	258980844	46.7559385	23.5853172
		node	258980868	46.7566378	23.5848587
		node	3784996182	46.7559717	23.5852885
		node	6498954967	46.7567285	23.5849455
		node	6498954968	46.7566963	23.5848945
		node	6498954969	46.7566706	23.5848677
		node	6498960031	46.7566118	23.5848704
residential	Strada Cometei	way	26450401		
		node	289865627	46.7531928	23.5907886
		node	292017636	46.7531682	23.5918076
		node	3811644116	46.7530554	23.5956135
		node	7179482572	46.7531227	23.5933445
		node	7179482578	46.7530903	23.5944372
		node	7179482580	46.7530775	23.5948692
		node	7999665010	46.7531497	23.5924328
residential	Strada Pădurii	way	31581244		
		node	353385541	46.7515833	23.5838337
		node	353386571	46.7534860	23.5872219
		node	353386572	46.7520812	23.5860043
		node	353386573	46.7520063	23.5858891
		node	353386574	46.7519486	23.5857329
		node	353386575	46.7519204	23.5855952
		node	354002675	46.7533708	23.5871134
		node	1805096821	46.7529220	23.5867230
		node	4714628878	46.7521869	23.5861040
		node	4714635517	46.7518852	23.5853813
		node	6506933990	46.7520397	23.5859486
		node	6506933991	46.7519763	23.5858172
		node	6920068556	46.7525000	23.5863676
residential	Strada Panait Istrati	way	31581887		
		node	291911347	46.7498251	23.5807395
		node	353386410	46.7504819	23.5833514
		node	5563882378	46.7502265	23.5823686
		node	5569573607	46.7502096	23.5822938
		node	5569573608	46.7501992	23.5822400
residential	Strada Mikó Imre	way	31649231		
		node	1805096564	46.7484182	23.5910904
		node	1805096760	46.7485264	23.5895057
		node	1805096782	46.7485519	23.5888313
		node	3811644084	46.7482891	23.5932594
		node	7982116287	46.7485505	23.5888693
		node	8185216338	46.7484634	23.5904231
		node	8185216340	46.7484921	23.5900087
		node	8185216345	46.7484263	23.5909713
residential	Strada Jupiter	way	45763928		
		node	291912813	46.7547530	23.5898678
		node	292018098	46.7547276	23.5894146
		node	292020668	46.7552234	23.5944643
		node	1015925306	46.7551107	23.5933818
		node	1015925316	46.7550424	23.5928202
		node	6506934006	46.7547408	23.5896819
		node	6506934008	46.7547331	23.5895477
residential	Strada Meteor	way	46331812		
		node	292022382	46.7538148	23.5867311
		node	353386583	46.7535684	23.5853148
		node	1805096873	46.7538196	23.5865708
		node	4612058684	46.7535031	23.5849797
		node	6506900375	46.7538223	23.5866487
residential	Strada Meteor	way	47806444		
		node	292017684	46.7543989	23.5917118
		node	292017910	46.7544135	23.5933220
		node	292020688	46.7544229	23.5945195
residential	Strada Pakel Lajos	way	137039594		
		node	1503323585	46.7451392	23.5942523
		node	1803149363	46.7447753	23.5962825
		node	1803149367	46.7448929	23.5942748
		node	3811638056	46.7452095	23.5925382
		node	6522163810	46.7449098	23.5942420
		node	6522163811	46.7449392	23.5942326
residential	Strada Constantin Noica	way	137039600		
		node	1503323615	46.7504566	23.5895661
		node	1503323623	46.7504290	23.5911320
		node	1503323629	46.7503998	23.5920168
		node	1503323637	46.7503602	23.5928166
		node	1503323643	46.7502441	23.5933385
		node	3811644095	46.7500867	23.5941335
		node	6505002675	46.7503335	23.5929937
		node	6808450047	46.7503855	23.5923225
		node	6808450048	46.7502951	23.5931470
		node	6808450049	46.7501817	23.5935922
		node	6808450050	46.7501499	23.5937300
		node	6808450051	46.7501215	23.5938887
		node	6808450052	46.7500972	23.5940417
residential	Strada Episcop Márton Áron	way	169267672		
		node	1804350303	46.7457352	23.5888855
		node	1804350308	46.7457587	23.5852209
		node	1804350309	46.7457271	23.5837806
		node	6810029362	46.7457538	23.5847155
		node	6810029363	46.7457410	23.5838546
		node	6810029364	46.7457451	23.5839196
		node	6810029365	46.7457331	23.5838000
		node	6810029366	46.7457587	23.5858118
		node	6810029367	46.7457426	23.5864398
		node	6810029368	46.7457193	23.5875702
		node	6810029369	46.7457018	23.5881110
		node	6810029370	46.7456843	23.5885389
		node	6810029372	46.7456878	23.5884649
		node	6810029373	46.7456739	23.5886744
		node	6810029374	46.7456715	23.5887657
		node	6810029375	46.7456915	23.5888487
residential	Strada Nicolae Steinhardt	way	169267673		
		node	1804350280	46.7441653	23.5849181
		node	1805096552	46.7440560	23.5922084
		node	5682305184	46.7440782	23.5902538
		node	5682305185	46.7440864	23.5896329
		node	6076833112	46.7440918	23.5889232
		node	6141200585	46.7440964	23.5888910
		node	7452491044	46.7440670	23.5910018
		node	7452491046	46.7440676	23.5905954
residential	Strada Aurel Gurghianu	way	169340334		
		node	1805096731	46.7483988	23.5862786
		node	1805096864	46.7484283	23.5874413
residential	Strada Mircea Eliade	way	169340346		
		node	1805096633	46.7514690	23.5857367
		node	1805096729	46.7513424	23.5837886
		node	1805096859	46.7517502	23.5899451
		node	1805096862	46.7513637	23.5837126
		node	3415895399	46.7514010	23.5847657
		node	4697496246	46.7516177	23.5878126
		node	4714624255	46.7517478	23.5896295
		node	6507282818	46.7514360	23.5852352
		node	6507282820	46.7515922	23.5874855
		node	6507282821	46.7515206	23.5865119
		node	7920757122	46.7516210	23.5878581
residential	Strada Nicolae Labis	way	169340349		
		node	1805096689	46.7502019	23.5880702
		node	3623076408	46.7497244	23.5881039
residential	Strada Nicolae Cajal	way	169340351		
		node	1805096893	46.7497158	23.5919219
		node	3811644092	46.7496162	23.5939042
residential	Strada Nichita Stănescu	way	169340357		
		node	353386410	46.7504819	23.5833514
		node	353386432	46.7492211	23.5841168
		node	353386456	46.7498788	23.5837086
		node	353386491	46.7511648	23.5829154
		node	1805096575	46.7497675	23.5837845
		node	1805096783	46.7505374	23.5832518
		node	1805096915	46.7504068	23.5834533
		node	6504921661	46.7504473	23.5834113
		node	6504921662	46.7505061	23.5832919
		node	6790133657	46.7502933	23.5835082
living_street	Calea Turzii	way	186626769		
		node	1803149398	46.7440769	23.5950433
		node	1973669938	46.7441161	23.5945567
		node	3811638048	46.7442782	23.5923618
		node	3812300893	46.7441440	23.5942098
		node	8704947217	46.7442255	23.5930878
		node	8704947221	46.7441986	23.5934573
		node	8704947223	46.7441738	23.5937993
		node	8704947225	46.7441698	23.5938545
		node	8704947227	46.7441402	23.5942576
		node	8704947229	46.7440961	23.5948052
primary	Calea Turzii	way	377771866		
		node	3811644069	46.7471013	23.5927858
		node	3811644071	46.7471522	23.5928088
		node	3811644072	46.7471964	23.5928222
		node	3811644075	46.7473597	23.5928695
		node	3811644078	46.7476495	23.5929682
		node	3811644080	46.7478436	23.5930418
		node	3811644082	46.7480384	23.5931319
		node	3811644083	46.7480823	23.5931548
		node	3811644084	46.7482891	23.5932594
		node	3811644085	46.7484144	23.5933233
		node	3811644088	46.7489652	23.5935976
		node	3811644090	46.7494368	23.5938197
		node	3811644092	46.7496162	23.5939042
		node	3811644093	46.7497735	23.5939799
		node	3811644095	46.7500867	23.5941335
		node	3811644096	46.7501323	23.5941572
		node	3811644097	46.7501988	23.5941900
		node	3811644099	46.7504319	23.5942964
		node	3811644100	46.7505093	23.5943276
		node	3811644102	46.7508935	23.5945294
		node	3811644104	46.7512087	23.5946918
		node	3811644105	46.7512675	23.5947206
		node	3811644106	46.7516076	23.5948886
		node	3811644109	46.7519955	23.5950893
		node	3811644110	46.7521820	23.5951864
		node	3811644112	46.7524328	23.5953081
		node	3811644113	46.7525422	23.5953630
		node	3811644114	46.7528176	23.5954978
		node	3811644116	46.7530554	23.5956135
		node	3811644117	46.7532145	23.5956871
		node	3811644119	46.7534568	23.5957724
		node	3811644121	46.7536309	23.5958188
		node	3811644123	46.7538211	23.5958602
		node	3811644125	46.7542246	23.5959507
		node	3811644127	46.7544196	23.5960006
		node	3811644128	46.7544884	23.5960182
	Meteor	node	3811644129	46.7548204	23.5960841
		node	3811644130	46.7549616	23.5961176
	Constantin Noica	node	3871149024	46.7510418	23.5945985
		node	6273406914	46.7475597	23.5929315
		node	6481303374	46.7533017	23.5957162
		node	6505002676	46.7487087	23.5934763
crossing		node	7645515794	46.7515420	23.5948562
crossing		node	7645515796	46.7483367	23.5932837
